Additional file 4 L-DMR IDOL library ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,chr,start,end,Cell_min,cell_max,cell_mean,Cell_deconv,CD8T,CD4T,NK,Bcell,Mono,Neu,Type,Probe_rs,Probe_maf,CpG_rs,CpG_maf,SBE_rs,SBE_maf,Islands_Name,Relation_to_Island,UCSC_RefGene_Name,Phantom4_Enhancers,Phantom5_Enhancers,DNase_Hypersensitivity_NAME,DNase_Hypersensitivity_Evidence_Count,Methyl27_Loci,Methyl450_Loci,function_group,distance,nearestGeneSymbol,nearestTranscript
cg20374292,chr14,69526817,69526818,0.067684765,0.935320729,0.78685302,Mono,0.935320729,0.929922198,0.933760236,0.932560035,0.067684765,0.921870155,II,NA,NA,NA,NA,NA,NA,,OpenSea,DCAF5;DCAF5;DCAF5,,chr14:69526614-69526614,chr14:69526700-69526955,3,,,Body,93095,DCAF5,uc001xkp.3
cg20538211,chr4,58027287,58027288,0.072458789,0.861078269,0.640377748,NK,0.611098653,0.688061405,0.072458789,0.759262927,0.861078269,0.850306447,II,rs76049146,0.012587,NA,NA,NA,NA,chr4:58029841-58030526,N_Shelf,,,,,,,TRUE,Intergenic,51358,IGFBP7-AS1,uc003hco.3
cg20587618,chr10,94489869,94489870,0.03671041,0.9225627,0.750004411,Bcell,0.865409773,0.85435541,0.908370098,0.03671041,0.912618075,0.9225627,II,NA,NA,NA,NA,NA,NA,,OpenSea,,,,chr10:94489725-94489975,3,,,Intergenic,40187,HHEX,uc001kid.3
cg20723459,chr12,54147761,54147762,0.030899839,0.914440981,0.761017075,Bcell,0.911976505,0.905210798,0.914440981,0.030899839,0.906249817,0.897324512,II,NA,NA,NA,NA,NA,NA,chr12:54144562-54145470,S_Shelf,CISTR,,chr12:54147716-54147716,chr12:54147520-54147955,3,,,Body,184813,HOXC13,uc001sei.3
cg20931973,chr6,110679832,110679833,0.045541996,0.360645154,0.160451572,CD8T,0.360645154,0.216922994,0.17474603,0.119213231,0.045640025,0.045541996,II,rs114434725,0.015204,NA,NA,NA,NA,chr6:110679417-110679833,Island,C6orf186,,,,,,TRUE,TSS1500,52105,METTL24,uc003pub.2
cg21063192,chr1,164744310,164744311,0.078696208,0.925071244,0.767303632,NK,0.925071244,0.917510292,0.078696208,0.921339641,0.875727192,0.885477215,II,NA,NA,NA,NA,NA,NA,,OpenSea,LOC100505795;PBX1;PBX1;PBX1,,,chr1:164744080-164744535,3,,,TSS1500,431,LOC100505795,uc021pdx.1
cg21143020,chr16,66771698,66771699,0.381706495,0.924170435,0.817204482,NK,0.884741846,0.893376648,0.381706495,0.919972047,0.924170435,0.899259423,II,NA,NA,NA,NA,NA,NA,,OpenSea,DYNC1LI2;DYNC1LI2,,,,,,,Body,13825,DYNC1LI2,uc002eqb.1
cg21274670,chr5,55498233,55498234,0.217643776,0.868992174,0.683797369,CD4T,0.67697036,0.217643776,0.786544317,0.745953129,0.868992174,0.806680458,II,NA,NA,NA,NA,NA,NA,,OpenSea,ANKRD55,,,,,,,Body,30951,ANKRD55,uc003jqu.3
cg21369949,chr6,30655696,30655697,0.024588168,0.307871467,0.086126245,CD8T,0.307871467,0.079153894,0.047311345,0.026970001,0.024588168,0.030862594,I,NA,NA,NA,NA,NA,NA,chr6:30655116-30655401,S_Shore,PPP1R18;PPP1R18,,,chr6:30655605-30656215,3,,,TSS1500,23,PPP1R18,uc003nrb.4
cg21410980,chr4,40121831,40121832,0.560452854,0.944187329,0.862113612,CD4T,0.886121773,0.560452854,0.924466806,0.923159942,0.944187329,0.934292965,II,NA,NA,NA,NA,NA,NA,,OpenSea,N4BP2,,,,,,TRUE,Body,18135,N4BP2,uc010ifr.3
cg21604944,chr12,31756929,31756930,0.039503342,0.939056312,0.75636911,Bcell,0.897281353,0.881192923,0.895509491,0.039503342,0.88567124,0.939056312,II,NA,NA,NA,NA,NA,NA,,OpenSea,DENND5B-AS1,,,,,,,Body,12976,DENND5B,uc001rki.1
cg21608605,chr6,152128258,152128259,0.037791437,0.17290568,0.065372042,CD4T,0.04991866,0.17290568,0.047216036,0.042821216,0.037791437,0.041579225,II,NA,NA,NA,NA,NA,NA,chr6:152128822-152129771,N_Shore,ESR1;ESR1;ESR1;ESR1,,,chr6:152128245-152129815,3,,TRUE,TSS1500,194,ESR1,uc003qon.4
cg21710377,chr15,70006832,70006833,0.036094426,0.652875343,0.228439449,Mono,0.036618096,0.036304922,0.036094426,0.415969689,0.652875343,0.192774218,II,rs4776472,0.309859,NA,NA,NA,NA,,OpenSea,,,chr15:70006588-70006588,chr15:70006525-70006875,3,,,Intergenic,120739,LINC00593,uc002asj.3
cg21793795,chr20,45753168,45753169,0.076464736,0.876336821,0.673721693,Mono,0.721278204,0.754095126,0.876336821,0.795525675,0.076464736,0.818629596,II,NA,NA,NA,NA,NA,NA,,OpenSea,EYA2;EYA2,,chr20:45753033-45753033,chr20:45753020-45753415,3,,,Body,42439,MIR3616,uc021weq.1
cg21796654,chr22,38543942,38543943,0.024740789,0.558611671,0.173950372,NK,0.246907006,0.079324428,0.558611671,0.099968709,0.034149631,0.024740789,II,rs2284061,0.095464,NA,NA,NA,NA,,OpenSea,PLA2G6;PLA2G6;PLA2G6,,chr22:38543874-38543874,chr22:38543860-38544130,3,,,Body,53995,MAFF,uc003avc.3
cg22106917,chr11,128624203,128624204,0.076306231,0.561369349,0.282104369,Mono,0.194404893,0.193825968,0.076306231,0.318109606,0.561369349,0.348610169,II,NA,NA,rs57271638,0.019671,NA,NA,,OpenSea,FLI1;FLI1;FLI1;FLI1,,,chr11:128624100-128624575,3,,,5'UTR,58284,SENCR,uc001qel.3
cg22130673,chr11,114031817,114031818,0.326047956,0.894906654,0.755050948,NK,0.821571296,0.834746654,0.326047956,0.894906654,0.821325445,0.831707686,II,NA,NA,NA,NA,NA,NA,,OpenSea,ZBTB16;ZBTB16,,chr11:114031661-114031661,chr11:114031620-114032035,3,,TRUE,Body,96734,NNMT,uc001por.1
cg22165522,chr14,22930883,22930884,0.061653584,0.663357567,0.269627439,Bcell,0.320415045,0.282483834,0.061653584,0.663357567,0.105352173,0.184502432,II,NA,NA,NA,NA,NA,NA,,OpenSea,,,,,,,,Intergenic,797585,OR4E2,uc010tmd.2
cg22180675,chr8,41518719,41518720,0.078971593,0.922405619,0.74676618,Mono,0.920797224,0.922405619,0.866998606,0.906087745,0.078971593,0.785336293,II,NA,NA,NA,NA,NA,NA,,OpenSea,MIR486-1;ANK1;ANK1;ANK1;ANK1;ANK1;ANK1;ANK1;ANK1,,,chr8:41518680-41518935,3,,,TSS1500,4083,ANK1,uc003xoc.3
cg22213242,chr11,66083573,66083574,0.572912564,0.897238942,0.832368008,CD8T,0.572912564,0.869569038,0.891009176,0.872557225,0.897238942,0.890921105,I,NA,NA,NA,NA,NA,NA,chr11:66083572-66083782,Island,CD248,,,chr11:66083480-66084255,3,,TRUE,1stExon,940,CD248,uc001ohm.1
cg22277567,chr2,240226201,240226202,0.369686584,0.772531405,0.498777061,Mono,0.423622091,0.405293338,0.420951159,0.369686584,0.772531405,0.600577787,II,NA,NA,NA,NA,NA,NA,,OpenSea,HDAC4,,,chr2:240225645-240226295,3,,TRUE,Body,954,MIR4269,uc021vza.1
cg22367165,chr1,25542819,25542820,0.020024841,0.460293121,0.177969486,CD8T,0.460293121,0.26238718,0.278730781,0.020024841,0.023649271,0.022731719,II,NA,NA,rs6687396,0.012598,rs6687396,0.012598,,OpenSea,,,,chr1:25542600-25542895,3,,,Intergenic,16192,SYF2,uc001bjt.1
cg22442430,chr1,25876626,25876627,0.074295734,0.799941001,0.231817091,NK,0.085670553,0.074370187,0.799941001,0.074295734,0.105579235,0.251045838,I,NA,NA,NA,NA,NA,NA,,OpenSea,LDLRAP1,,,chr1:25876485-25876695,3,,TRUE,Body,12657,LDLRAP1,uc009vrw.3
cg22451300,chr1,61692418,61692419,0.070041875,0.864593054,0.709532823,Neu,0.846967678,0.833883788,0.864593054,0.833190398,0.808520145,0.070041875,II,NA,NA,NA,NA,NA,NA,,OpenSea,NFIA;NFIA;NFIA;NFIA,,,,,,,Body,498675,TM2D1,uc001czz.1
cg22474767,chr8,96133173,96133174,0.057994651,0.934904707,0.697614151,Mono,0.756178214,0.797037799,0.818370103,0.821199432,0.057994651,0.934904707,II,NA,NA,NA,NA,NA,NA,,OpenSea,,,chr8:96133166-96133166,,,,,Intergenic,47948,MIR3150B,uc022ayi.1
cg22512531,chr11,122709551,122709552,0.062174992,0.936105439,0.637311366,CD8T,0.062174992,0.52459973,0.445432248,0.931526799,0.936105439,0.924028987,II,NA,NA,NA,NA,NA,NA,,OpenSea,CRTAM,,,,,TRUE,TRUE,Body,295,CRTAM,uc001pyj.3
cg22548551,chr12,7041426,7041427,0.657600896,0.930670503,0.874519252,CD4T,0.893872057,0.657600896,0.921301923,0.918087651,0.930670503,0.925582479,II,NA,NA,NA,NA,NA,NA,chr12:7036955-7037924,S_Shelf,ATN1;ATN1,,,,,,TRUE,5'UTR,1575,ATN1,uc001qry.1
cg22625232,chr3,39164511,39164512,0.033887653,0.900262704,0.736116413,Bcell,0.866980734,0.852039983,0.876185103,0.033887653,0.900262704,0.887342299,II,NA,NA,NA,NA,NA,NA,,OpenSea,TTC21A;TTC21A,,,chr3:39164400-39164595,3,,,Body,8499,TTC21A,uc031ryv.1
cg22645539,chr7,99765096,99765097,0.125658984,0.727376256,0.335292043,CD8T,0.727376256,0.530422454,0.293810692,0.205911234,0.125658984,0.128572638,II,NA,NA,NA,NA,NA,NA,chr7:99768884-99769559,N_Shelf,GAL3ST4,,,chr7:99764300-99765435,3,,,5'UTR,637,GAL3ST4,uc003utt.3
cg22727407,chr2,27265195,27265196,0.046392242,0.925655228,0.768903028,Bcell,0.924939148,0.925655228,0.915675988,0.046392242,0.889937153,0.910818407,II,NA,NA,NA,NA,NA,NA,,OpenSea,,,,chr2:27265025-27265490,3,,,Intergenic,9420,TMEM214,uc002ria.4
cg22843803,chr11,65196125,65196126,0.029447959,0.519681113,0.240417025,Mono,0.046017286,0.029447959,0.268800754,0.343867877,0.519681113,0.23468716,II,NA,NA,NA,NA,NA,NA,,OpenSea,,low-CpG:64952070-64953288,,chr11:65195740-65196275,3,,TRUE,Intergenic,44952,SLC25A45,uc001odt.1
cg23038529,chr1,173176465,173176466,0.031486129,0.544346018,0.18158444,NK,0.174767497,0.14238806,0.544346018,0.15204898,0.031486129,0.044469956,II,NA,NA,NA,NA,NA,NA,,OpenSea,TNFSF4,,,chr1:173175960-173176710,3,,,TSS200,4,TNFSF4,uc001giw.3
cg23078220,chr7,73507353,73507354,0.037962967,0.758219162,0.23957311,CD4T,0.476014852,0.758219162,0.065898088,0.037992647,0.037962967,0.061350945,II,NA,NA,NA,NA,NA,NA,,OpenSea,LIMK1;LIMK1,,,chr7:73507165-73507915,3,,,TSS200,161383,RFC2,uc003uaj.3
cg23173586,chr14,20945319,20945320,0.050294479,0.573482937,0.217242098,Bcell,0.07207268,0.050294479,0.078606932,0.573482937,0.29038779,0.238607772,II,rs17878900,0.067223,NA,NA,NA,NA,,OpenSea,PNP,,,,,,TRUE,3'UTR,2398,PNP,uc021rns.1
cg23184711,chr1,111743330,111743331,0.063742708,0.836483192,0.242595357,Bcell,0.063742708,0.069202265,0.065374552,0.836483192,0.090705325,0.330064098,II,NA,NA,NA,NA,NA,NA,chr1:111746337-111747303,N_Shelf,DENND2D;DENND2D,,,chr1:111742465-111743675,3,,,TSS200,3828,DENND2D,uc001eal.2
cg23195903,chr2,74968974,74968975,0.081188929,0.794047585,0.628582703,Mono,0.720241379,0.767998679,0.794047585,0.737093551,0.081188929,0.670926095,II,NA,NA,NA,NA,NA,NA,,OpenSea,,,chr2:74968770-74968770,chr2:74968840-74969135,3,,,Intergenic,93516,M1AP,uc010ysa.2
cg23357708,chr19,8580509,8580510,0.037524016,0.843858111,0.258703558,Bcell,0.261201384,0.263099861,0.096830358,0.843858111,0.049707617,0.037524016,II,NA,NA,NA,NA,NA,NA,chr19:8578661-8579219,S_Shore,ZNF414;ZNF414,,chr19:8580278-8580278,chr19:8580200-8580555,3,,TRUE,TSS1500,52031,HNRNPM,uc002mka.3
cg23398076,chr2,66664960,66664961,0.034329839,0.51284875,0.140518268,NK,0.124083009,0.080484871,0.51284875,0.053934918,0.034329839,0.037428223,I,NA,NA,NA,NA,NA,NA,chr2:66661118-66661657,S_Shelf,MEIS1,,,chr2:66664065-66665235,3,,TRUE,Body,1491,MEIS1,uc010yqi.2
cg23428192,chr13,101315400,101315401,0.431566112,0.913874925,0.821790247,NK,0.895576668,0.893893537,0.431566112,0.911527413,0.913874925,0.884302828,II,NA,NA,NA,NA,NA,NA,,OpenSea,TMTC4;TMTC4,,,,,,TRUE,Body,11701,TMTC4,uc001vot.3
cg23432480,chr2,99125292,99125293,0.050216355,0.876955026,0.324989233,Bcell,0.304418034,0.46354781,0.191036929,0.876955026,0.063761246,0.050216355,II,NA,NA,NA,NA,NA,NA,,OpenSea,INPP4A;INPP4A;INPP4A;INPP4A,,chr2:99125275-99125275,chr2:99125145-99125555,3,,,5'UTR,99687,COA5,uc002syz.3
cg23691894,chr10,111765904,111765905,0.577778209,0.946902036,0.871194013,CD4T,0.912081887,0.577778209,0.940259272,0.929248016,0.946902036,0.920894657,II,NA,NA,NA,NA,NA,NA,chr10:111767087-111768355,N_Shore,ADD3;ADD3,,,chr10:111765445-111766010,3,,TRUE,1stExon,64,ADD3-AS1,uc001kyr.2
cg23700338,chr1,21326868,21326869,0.059719108,0.931323909,0.776240508,Neu,0.920695336,0.931323909,0.919530596,0.921191578,0.904982521,0.059719108,II,NA,NA,NA,NA,NA,NA,,OpenSea,EIF4G3;EIF4G3;EIF4G3;EIF4G3,,,,,,,Body,50617,EIF4G3,uc009vpz.3
cg23719713,chr6,10586167,10586168,0.24246873,0.927589806,0.799938549,Mono,0.884381034,0.927589806,0.917933008,0.920958377,0.24246873,0.90630034,I,NA,NA,NA,NA,NA,NA,,OpenSea,GCNT2;GCNT2;GCNT2;GCNT2,,,,,,TRUE,Body,108670,C6orf52,uc003mzf.4
cg23774349,chr15,67478036,67478037,0.390040087,0.833871944,0.734933283,NK,0.786208112,0.833871944,0.390040087,0.796081161,0.805775501,0.797622896,II,NA,NA,NA,NA,NA,NA,,OpenSea,SMAD3;SMAD3;SMAD3;SMAD3,,,chr15:67477925-67478535,3,,,Body,69036,AAGAB,uc002aqk.5
cg23836155,chr7,108061037,108061038,0.024146805,0.433333684,0.14150435,CD8T,0.433333684,0.204323555,0.105518747,0.056502446,0.025200862,0.024146805,II,rs78432437,0.012351,NA,NA,NA,NA,,OpenSea,NRCAM;NRCAM;NRCAM;NRCAM,,chr7:108060932-108060932,chr7:108060940-108061295,3,,,5'UTR,35802,NRCAM,uc003vfc.3
cg23872155,chr13,100027035,100027036,0.031688319,0.899076413,0.732498152,Bcell,0.899076413,0.882226715,0.856550214,0.031688319,0.879009021,0.846438232,II,NA,NA,NA,NA,NA,NA,,OpenSea,UBAC2;UBAC2;UBAC2;MIR548AN,,chr13:100026921-100026921,chr13:100026745-100027195,3,,,Body,18649,MIR623,uc021rmb.1
cg23929682,chr11,2321842,2321843,0.060886335,0.376172135,0.143180131,CD4T,0.187238907,0.376172135,0.081833139,0.090906386,0.060886335,0.062043882,II,NA,NA,NA,NA,NA,NA,,OpenSea,C11orf21;TSPAN32;C11orf21,,,chr11:2321520-2322075,3,,TRUE,Body,1299,C11orf21,uc001lvv.2
cg23942604,chr19,51875946,51875947,0.030906936,0.410172298,0.115072185,CD4T,0.06659765,0.410172298,0.036276907,0.108844234,0.030906936,0.037635086,II,NA,NA,rs8109405,0.111139,rs8109405,0.111139,,OpenSea,NKG7;NKG7,,,,,,TRUE,5'UTR,12,NKG7,uc002pwj.3
cg23946394,chr9,134924497,134924498,0.060709584,0.948918652,0.782965609,Neu,0.948918652,0.939657325,0.930177219,0.948847331,0.869483545,0.060709584,II,NA,NA,NA,NA,NA,NA,,OpenSea,MED27;MED27,,,,,,,Body,30775,MED27,uc004cbe.2
cg23950707,chr20,31193047,31193048,0.048606564,0.89100369,0.707160882,Mono,0.89100369,0.888035809,0.849914438,0.827943516,0.048606564,0.737461279,II,rs75921559,0.057343,NA,NA,NA,NA,,OpenSea,LOC149950,,chr20:31192929-31192929,chr20:31192845-31193255,3,,,Body,20171,NOL4L,uc031rss.1
cg24048497,chr6,14866284,14866285,0.027433504,0.749899899,0.222855607,CD4T,0.41173486,0.749899899,0.055483776,0.041620146,0.050961459,0.027433504,II,NA,NA,NA,NA,NA,NA,,OpenSea,,,chr6:14865991-14865991,chr6:14865800-14866335,3,,,Intergenic,379448,JARID2,uc011diu.1
cg24054960,chr11,47176340,47176341,0.369065652,0.721110732,0.616674477,CD8T,0.369065652,0.682777586,0.621909874,0.721110732,0.659131324,0.646051692,II,NA,NA,NA,NA,NA,NA,,OpenSea,C11orf49;C11orf49;C11orf49;C11orf49;C11orf49;C11orf49;C11orf49,,,,,,,Body,19049,ARFGAP2,uc010rha.2
cg24058979,chr18,60891962,60891963,0.473918981,0.847140648,0.605137162,Neu,0.473918981,0.558721885,0.569892082,0.540943144,0.640206235,0.847140648,II,NA,NA,NA,NA,NA,NA,,OpenSea,BCL2,,chr18:60891499-60891499,chr18:60891860-60892210,3,,,Body,94649,BCL2,uc002lit.1
cg24226193,chr7,28191663,28191664,0.075406773,0.892334305,0.353901621,Neu,0.48137963,0.363009055,0.119719676,0.191560286,0.075406773,0.892334305,II,rs10225433,0.025346,NA,NA,NA,NA,,OpenSea,JAZF1,,chr7:28191527-28191527,chr7:28191580-28192010,3,,,Body,28411,JAZF1-AS1,uc011jzq.2
cg24362952,chr1,109189641,109189642,0.023595382,0.402963865,0.090449298,Bcell,0.023595382,0.04003655,0.025483482,0.402963865,0.026373622,0.024242886,II,NA,NA,NA,NA,NA,NA,,OpenSea,,,chr1:109189516-109189516,chr1:109189265-109189775,3,,,Intergenic,86669,FAM102B,uc010ouy.2
cg24365417,chr2,178939184,178939185,0.071188426,0.902872883,0.731659906,Mono,0.901271516,0.894981584,0.855921316,0.902872883,0.071188426,0.76372371,II,NA,NA,NA,NA,NA,NA,chr2:178937595-178937907,S_Shore,PDE11A,,,,,,TRUE,Body,37996,RBM45,uc002ulv.3
cg24398176,chr1,33547815,33547816,0.299150328,0.561438108,0.37538106,CD8T,0.561438108,0.398577769,0.32326803,0.368686644,0.301165479,0.299150328,II,NA,NA,NA,NA,NA,NA,chr1:33546524-33547243,S_Shore,AZIN2;AZIN2;AZIN2;AZIN2;AZIN2;AZIN2;AZIN2;AZIN2;AZIN2,,,chr1:33547265-33547995,3,,,5'UTR,99854,TRIM62,uc001bxb.3
cg24672624,chr1,24239771,24239772,0.026410216,0.383442088,0.11762893,CD4T,0.152036018,0.383442088,0.054995553,0.026410216,0.041191995,0.047697711,II,NA,NA,NA,NA,NA,NA,,OpenSea,CNR2;CNR2,,,,,,TRUE,5'UTR,44,CNR2,uc001bif.3
cg24684432,chr16,84627947,84627948,0.081741787,0.826860894,0.286452912,Mono,0.09592476,0.129230166,0.081741787,0.404215525,0.826860894,0.180744341,II,NA,NA,NA,NA,NA,NA,,OpenSea,COTL1,,,chr16:84627460-84628750,3,,,Body,89658,TLDC1,uc002fib.3
cg24737761,chr6,106245659,106245660,0.104256061,0.928783638,0.768164451,Neu,0.918962097,0.923648664,0.88374951,0.928783638,0.849586733,0.104256061,II,NA,NA,NA,NA,NA,NA,,OpenSea,,,,chr6:106245465-106245690,3,,TRUE,Intergenic,394659,PREP,uc003prc.3
cg24955895,chr1,25425923,25425924,0.020746173,0.249188391,0.062502079,CD4T,0.032281736,0.249188391,0.023603669,0.026882226,0.020746173,0.022310281,I,rs16830383,0.014212,NA,NA,NA,NA,,OpenSea,,,,chr1:25425805-25426175,3,,TRUE,Intergenic,133088,SYF2,uc001bjt.1
cg24996282,chr15,74692822,74692823,0.335742884,0.789470462,0.623305546,CD8T,0.335742884,0.554925301,0.682716804,0.61392651,0.789470462,0.763051314,II,NA,NA,NA,NA,NA,NA,,OpenSea,,,,chr15:74692760-74693695,3,,TRUE,Intergenic,32740,CYP11A1,uc002axt.2
cg25006077,chr3,152176018,152176019,0.106532056,0.934316111,0.784621739,Neu,0.934316111,0.917548739,0.904191255,0.934013914,0.911128355,0.106532056,II,NA,NA,NA,NA,NA,NA,,OpenSea,MBNL1;MBNL1;MBNL1;MBNL1;MBNL1;MBNL1;MBNL1,,,,,,TRUE,Body,43287,MBNL1,uc010hvp.3
cg25078519,chr11,111321477,111321478,0.05124156,0.895618647,0.746722061,Bcell,0.895587481,0.888921879,0.858597978,0.05124156,0.895618647,0.89036482,II,rs1893873,0.019519,NA,NA,NA,NA,,OpenSea,,,,chr11:111321125-111321655,3,,,Intergenic,32565,LOC100132078,uc031qec.1
cg25106561,chr4,142055675,142055676,0.02210669,0.465452089,0.169261321,CD8T,0.465452089,0.339113209,0.109793743,0.055554692,0.0235475,0.02210669,II,NA,NA,NA,NA,NA,NA,chr4:142053327-142054601,S_Shore,RNF150,,,chr4:142055640-142055895,3,,,TSS1500,86372,ZNF330,uc003iiq.4
cg25284031,chr12,111099321,111099322,0.030493044,0.406007117,0.105496582,CD4T,0.096533262,0.406007117,0.032547912,0.030493044,0.032190942,0.035207217,II,NA,NA,NA,NA,NA,NA,,OpenSea,HVCN1;HVCN1,,,chr12:111099005-111099835,3,,TRUE,Body,27639,HVCN1,uc001trs.2
cg25295512,chr11,60752545,60752546,0.339601184,0.89914604,0.771938858,CD4T,0.715542741,0.339601184,0.888294478,0.89542236,0.89914604,0.893626343,II,NA,NA,NA,NA,NA,NA,,OpenSea,CD6;CD6;CD6;CD6,,,,,,,Body,13431,CD6,uc009yni.3
cg25312163,chr4,74601101,74601102,0.051076189,0.354028423,0.139550047,CD8T,0.354028423,0.238560665,0.08249324,0.055469986,0.05567178,0.051076189,II,NA,NA,NA,NA,NA,NA,,OpenSea,,,chr4:74600882-74600882,chr4:74600925-74601230,3,,,Intergenic,114752,RASSF6,uc003hhd.2
cg25376491,chr5,179192524,179192525,0.105225651,0.925140962,0.749940872,Mono,0.925140962,0.914953053,0.90984165,0.920466565,0.105225651,0.724017351,II,NA,NA,NA,NA,NA,NA,,OpenSea,MAML1,,,chr5:179192420-179192750,3,,TRUE,Body,28460,LTC4S,uc003mko.3
cg25495939,chr4,184332455,184332456,0.081070761,0.903313295,0.752080154,Bcell,0.903313295,0.892209992,0.896947382,0.081070761,0.849833605,0.889105889,II,NA,NA,NA,NA,NA,NA,,OpenSea,,,,chr4:184332425-184333035,3,,,Intergenic,88875,CLDN24,uc021xva.1
cg25593631,chr1,9687880,9687881,0.376909969,0.695963133,0.629439954,CD8T,0.376909969,0.66180242,0.695963133,0.671883939,0.691905301,0.678174962,I,NA,NA,NA,NA,NA,NA,chr1:9687125-9687367,S_Shore,,,,chr1:9687385-9688150,3,,TRUE,Intergenic,26762,PIK3CD-AS1,uc001aqc.4
cg25605773,chr4,140443230,140443231,0.114355239,0.905426535,0.767654875,Mono,0.90437395,0.894739786,0.885740424,0.905426535,0.114355239,0.901293317,II,NA,NA,NA,NA,NA,NA,,OpenSea,SETD7;SETD7,,,,,,,Body,68268,RAB33B,uc003ihv.3
cg25659364,chr6,134851388,134851389,0.167618511,0.802671363,0.347868066,Bcell,0.28639117,0.242507019,0.167618511,0.802671363,0.309946316,0.27807402,II,NA,NA,NA,NA,NA,NA,,OpenSea,LOC101928304;LOC101928304,,,chr6:134851045-134851470,3,,,Body,419870,ALDH8A1,uc003qew.3
cg25683989,chr12,111124215,111124216,0.041675929,0.936743802,0.779978842,Bcell,0.936743802,0.930280455,0.917009149,0.041675929,0.932163087,0.92200063,II,NA,NA,NA,NA,NA,NA,chr12:111126611-111127347,N_Shelf,HVCN1;HVCN1,,,chr12:111124160-111124475,3,,TRUE,5'UTR,2745,HVCN1,uc001trs.2
cg25719851,chr12,7055452,7055453,0.134608326,0.778111865,0.361358188,NK,0.418773109,0.212899588,0.778111865,0.370331641,0.253424599,0.134608326,II,NA,NA,NA,NA,NA,NA,chr12:7053149-7053927,S_Shore,PTPN6,,,chr12:7055180-7055910,3,,TRUE,TSS1500,286,PTPN6,uc001qsa.1
cg25738171,chr14,69507363,69507364,0.052974757,0.852596386,0.660985851,Mono,0.798381015,0.805212425,0.852596386,0.706931523,0.052974757,0.749819001,II,NA,NA,NA,NA,NA,NA,,OpenSea,,,chr14:69507227-69507227,,,,,Intergenic,112549,DCAF5,uc001xkp.3
cg25739938,chr2,9610621,9610622,0.050311812,0.944332048,0.788337459,Neu,0.944332048,0.939873228,0.924703868,0.939852026,0.930951769,0.050311812,II,NA,NA,NA,NA,NA,NA,chr2:9614194-9615235,N_Shelf,CPSF3,,,chr2:9610365-9610715,3,,TRUE,Body,4047,IAH1,uc002qzr.3
cg25759087,chr1,33257568,33257569,0.659753453,0.949791603,0.896190718,NK,0.933419459,0.942669311,0.659753453,0.949791603,0.949140353,0.942370127,II,rs1765230,0.186852,NA,NA,NA,NA,,OpenSea,YARS,,,chr1:33257520-33257790,3,,,Body,25473,S100PBP,uc001bvz.4
cg25790164,chr14,99729269,99729270,0.029902254,0.381946882,0.124486471,NK,0.032158098,0.029902254,0.381946882,0.194943076,0.055683329,0.052285188,II,NA,NA,NA,NA,NA,NA,,OpenSea,BCL11B;BCL11B;BCL11B;BCL11B,,,chr14:99729265-99729615,3,,,Body,8551,BCL11B,uc001yga.3
cg25862038,chr20,48720452,48720453,0.095933549,0.905919288,0.727105647,Mono,0.839765316,0.834614488,0.829080217,0.905919288,0.095933549,0.857321023,II,NA,NA,NA,NA,NA,NA,,OpenSea,UBE2V1;UBE2V1;UBE2V1;UBE2V1;UBE2V1;UBE2V1;UBE2V1;UBE2V1;UBE2V1;UBE2V1;UBE2V1;UBE2V1;UBE2V1;UBE2V1;UBE2V1;UBE2V1;UBE2V1;UBE2V1;UBE2V1;TMEM189-UBE2V1,,,chr20:48720320-48720555,3,,,Body,9281,UBE2V1,uc002xva.4
cg25882572,chr17,14105123,14105124,0.029061178,0.933223444,0.269558915,Bcell,0.09657814,0.033191165,0.029061178,0.933223444,0.495321268,0.029978292,II,NA,NA,NA,NA,NA,NA,,OpenSea,COX10,,chr17:14105008-14105008,chr17:14104220-14105270,3,,,Body,35025,CDRT15,uc010vvu.2
cg25885803,chr11,47290281,47290282,0.052848974,0.588343588,0.262143266,CD8T,0.588343588,0.381964502,0.247925983,0.242659171,0.052848974,0.059117379,II,NA,NA,NA,NA,NA,NA,chr11:47291200-47291858,N_Shore,MADD;MADD;NR1H3;MADD;MADD;MADD;MADD;MADD;MADD;NR1H3;NR1H3;MADD;MADD,,,,,,TRUE,TSS1500,19823,ACP2,uc001nei.3
cg25939861,chr2,87020937,87020938,0.080954967,0.907654735,0.712827895,CD8T,0.080954967,0.817881466,0.667794212,0.901059096,0.901622892,0.907654735,II,NA,NA,NA,NA,NA,NA,chr2:87015974-87018182,S_Shelf,CD8A,,,,,,TRUE,5'UTR,14580,CD8A,uc002srv.3
cg25990402,chr6,41302256,41302257,0.02188803,0.31635257,0.116720486,CD4T,0.091473892,0.31635257,0.054830155,0.02188803,0.107170118,0.108608148,II,rs16894604,0.183298,NA,NA,NA,NA,,OpenSea,NCR2,,chr6:41301757-41301757,chr6:41302245-41302395,3,,TRUE,TSS1500,47798,TREM1,uc003oqf.2
cg26061447,chr15,101190733,101190734,0.051993155,0.880116331,0.724634919,Neu,0.873031931,0.846720286,0.880116331,0.858458707,0.837489104,0.051993155,II,NA,NA,NA,NA,NA,NA,,OpenSea,ASB7,,,,,,,3'UTR,229274,ALDH1A3,uc002bwn.4
